Footprint	Comment	Designator	MidX	MidY	TB	Rotation	Feeder	Tool Position
TantD	100uF	C20	6079.528	2098.82	T	90.00		
TantD	100uF	C44	6414.173	10149.999	T	90.00		
TantD	100uF	C23	6879.529	2098.82	T	90.00		
TantD	100uF	C47	7214.174	10149.998	T	90.00		
TantD	100uF	Csup15	8303.149	2090.159	T	270.00		
TantD	100uF	Csup14	8326.771	2783.071	T	270.00		
TantD	100uF	Csup16	8873.859	2797.953	T	270.00		
TantD	100uF	Csup13	8877.953	2094.095	T	270.00		
TantD	100uF	Csup12	9869.685	9606.299	T	180.00		
603	200	ExtReset1	10354.961	5452.755	T	360.00		
603	800	R1	1477.008	2578.74	T	360.00		
603	800	R17	1593.858	9862.204	T	180.00		
603	800	R3	2277.008	2578.741	T	360.00		
603	800	R19	2393.859	9862.205	T	180.00		
603	800	R5	3077.008	2578.74	T	360.00		
603	800	R21	3193.859	9862.204	T	180.00		
603	800	R7	3877.008	2578.74	T	360.00		
603	800	R23	3993.858	9862.204	T	180.00		
603	800	R9	4677.008	2578.74	T	360.00		
603	800	R25	4793.859	9862.204	T	180.00		
603	800	R11	5477.007	2578.74	T	360.00		
603	800	R27	5593.859	9862.204	T	180.00		
603	800	R13	6277.008	2578.74	T	360.00		
603	800	R29	6393.859	9862.204	T	180.00		
603	800	R15	7077.008	2578.74	T	360.00		
603	800	R31	7193.858	9862.205	T	180.00		
603	0.1uF	C70	10078.111	6102.363	T	180.00		
603	0.1uF	C55	10452.756	5589.921	T	270.00		
603	0.1uF	C59	10452.756	5885.197	T	270.00		
603	0.1uF	C58	10452.756	6614.803	T	90.00		
603	0.1uF	C76	12952.756	9764.409	T	90.00		
603	0.1uF	C77	12957.323	9913.386	T	360.00		
603	0.1uF	C80	13248.031	10070.236	T	270.00		
603	0.1uF	C82	13522.992	10078.74	T	180.00		
603	0.1uF	C79	8307.087	6200.158	T	270.00		
603	0.1uF	C56	9232.283	5609.606	T	270.00		
603	0.1uF	C57	9232.283	6614.803	T	90.00		
603	0.1uF	C62	9487.559	6181.102	T	180.00		
603	0.1uF	C72	9606.93	6102.362	T	360.00		
603	0.1uF	C71	9764.409	6102.362	T	180.00		
603	0.1uF	C61	9782.835	5826.772	T	180.00		
603	0.1uF	C73	9802.52	6177.165	T	180.00		
603	0.1uF	C68	9842.52	5914.016	T	90.00		
603	0.1uF	C67	9842.52	6290.709	T	270.00		
603	0.1uF	C60	9862.205	6692.283	T	270.00		
603	0.1uF	C63	9882.52	5511.811	T	360.00		
603	0.1uF	C74	9882.52	6023.622	T	360.00		
603	0.1uF	C69	9920.63	6102.362	T	360.00		
603	0.47uF	Csup6	10589.921	1988.191	T	180.00		
603	0.47uF	Csup4	10589.921	2401.575	T	180.00		
603	0.47uF	C25	1188.347	10511.811	T	180.00		
603	0.47uF	C1	1358.268	2402.206	T	90.00		
603	0.47uF	C27	1436.377	9862.205	T	180.00		
603	0.47uF	C3	1634.488	2500	T	360.00		
603	0.47uF	C28	1988.897	10511.261	T	180.00		
603	0.47uF	C4	2158.268	2402.206	T	90.00		
603	0.47uF	C30	2236.377	9862.204	T	180.00		
603	0.47uF	C6	2424.804	2500	T	360.00		
603	0.47uF	C31	2788.898	10511.259	T	180.00		
603	0.47uF	C7	2958.268	2402.206	T	90.00		
603	0.47uF	C33	3036.377	9862.205	T	180.00		
603	0.47uF	C9	3224.804	2500	T	360.00		
603	0.47uF	C34	3588.897	10511.261	T	180.00		
603	0.47uF	C10	3758.268	2402.206	T	90.00		
603	0.47uF	C36	3836.377	9862.206	T	180.00		
603	0.47uF	C12	4024.804	2500	T	360.00		
603	0.47uF	C37	4388.898	10511.259	T	180.00		
603	0.47uF	C13	4558.268	2402.206	T	90.00		
603	0.47uF	C39	4636.377	9862.205	T	180.00		
603	0.47uF	C15	4824.804	2500	T	360.00		
603	0.47uF	C40	5188.897	10511.261	T	180.00		
603	0.47uF	C16	5358.268	2402.206	T	90.00		
603	0.47uF	C42	5436.378	9862.206	T	180.00		
603	0.47uF	C18	5624.803	2500	T	360.00		
603	0.47uF	C43	5988.897	10511.259	T	180.00		
603	0.47uF	C19	6158.268	2402.206	T	90.00		
603	0.47uF	C45	6236.377	9862.205	T	180.00		
603	0.47uF	C21	6424.804	2496.063	T	360.00		
603	0.47uF	C46	6788.898	10511.259	T	180.00		
603	0.47uF	C22	6958.268	2402.206	T	90.00		
603	0.47uF	C48	7036.378	9862.204	T	180.00		
603	0.47uF	C24	7224.804	2500	T	360.00		
603	0.47uF	Csup20	8542.677	1811.023	T	180.00		
603	0.47uF	Csup19	8542.677	2500.001	T	180.00		
603	0.47uF	Csup9	8740.156	2558.428	T	270.00		
603	0.47uF	Csup7	8751.969	1869.449	T	270.00		
603	0.47uF	Csup21	9088.859	2492.953	T	180.00		
603	0.47uF	Csup18	9093.859	1811.025	T	180.00		
603	0.47uF	Csup10	9291.339	1869.449	T	270.00		
603	0.47uF	Csup8	9291.339	2558.427	T	270.00		
603	0.47uF	Csup11	9456.694	9284.096	T	90.00		
603	0.47uF	Csup17	9531.496	9378.584	T	90.00		
603	10k	R40	10020.314	4960.63	T	360.00		
603	10k	R41	10217.166	4822.834	T	360.00		
603	10k	R37	10452.756	6162.047	T	270.00		
603	10k	R39	10511.811	6201.417	T	270.00		
603	10k	R38	9448.189	6102.362	T	180.00		
603	1k	R42	10532.126	5196.85	T	180.00		
603	1k	R2	1358.268	2540	T	90.00		
603	1k	R18	1683.858	9803.15	T	180.00		
603	1k	R4	2158.268	2540.001	T	90.00		
603	1k	R20	2483.858	9803.15	T	180.00		
603	1k	R6	2958.268	2538.74	T	90.00		
603	1k	R22	3283.858	9803.15	T	180.00		
603	1k	R8	3758.268	2540.001	T	90.00		
603	1k	R24	4083.858	9803.15	T	180.00		
603	1k	R10	4558.268	2540	T	90.00		
603	1k	R26	4889.133	9803.15	T	180.00		
603	1k	R12	5358.268	2538.74	T	90.00		
603	1k	R28	5683.858	9803.15	T	180.00		
603	1k	R14	6158.268	2538.74	T	90.00		
603	1k	R30	6483.858	9803.15	T	180.00		
603	1k	R16	6958.268	2538.74	T	90.00		
603	1k	R32	7283.858	9803.15	T	180.00		
603	2.2uF	C75	12952.756	10087.244	T	90.00		
805	200	RLED1	8622.047	9280.706	T	270.00		
805	300	RLED2	8818.897	9280.706	T	270.00		
805	300	RLED3	9015.747	9280.706	T	270.00		
805	0.1M	CLED1	8375.196	9409.449	T	180.00		
805	0.1M	CLED2	8720.471	9280.706	T	270.00		
805	0.1M	CLED3	8917.321	9280.706	T	270.00		
805	0.1M	CLED4	9114.173	9280.706	T	270.00		
805	DR	L1	13068.702	10019.686	T	360.00		
805	DR	L2	13422.127	9980.316	T	360.00		
FX2CA2-052S-1.27DSAL(71)	FX2CA2-052S-1.27DSAL(71)	InChCon1	1323.622	3626.968	T	90.00		
FX2CA2-052S-1.27DSAL(71)	FX2CA2-052S-1.27DSAL(71)	InChCon9	1323.622	8873.032	T	90.00		
FX2CA2-052S-1.27DSAL(71)	FX2CA2-052S-1.27DSAL(71)	InChCon2	2123.622	3626.968	T	90.00		
FX2CA2-052S-1.27DSAL(71)	FX2CA2-052S-1.27DSAL(71)	InChCon10	2123.622	8873.032	T	90.00		
FX2CA2-052S-1.27DSAL(71)	FX2CA2-052S-1.27DSAL(71)	InChCon3	2923.622	3626.968	T	90.00		
FX2CA2-052S-1.27DSAL(71)	FX2CA2-052S-1.27DSAL(71)	InChCon11	2923.622	8873.032	T	90.00		
FX2CA2-052S-1.27DSAL(71)	FX2CA2-052S-1.27DSAL(71)	InChCon4	3723.622	3626.968	T	90.00		
FX2CA2-052S-1.27DSAL(71)	FX2CA2-052S-1.27DSAL(71)	InChCon12	3723.622	8873.032	T	90.00		
FX2CA2-052S-1.27DSAL(71)	FX2CA2-052S-1.27DSAL(71)	InChCon5	4523.622	3626.968	T	90.00		
FX2CA2-052S-1.27DSAL(71)	FX2CA2-052S-1.27DSAL(71)	InChCon13	4523.622	8873.032	T	90.00		
FX2CA2-052S-1.27DSAL(71)	FX2CA2-052S-1.27DSAL(71)	InChCon6	5323.622	3626.968	T	90.00		
FX2CA2-052S-1.27DSAL(71)	FX2CA2-052S-1.27DSAL(71)	InChCon14	5323.622	8873.032	T	90.00		
FX2CA2-052S-1.27DSAL(71)	FX2CA2-052S-1.27DSAL(71)	InChCon7	6123.622	3626.968	T	90.00		
FX2CA2-052S-1.27DSAL(71)	FX2CA2-052S-1.27DSAL(71)	InChCon15	6123.622	8873.032	T	90.00		
FX2CA2-052S-1.27DSAL(71)	FX2CA2-052S-1.27DSAL(71)	InChCon8	6923.622	3626.968	T	90.00		
FX2CA2-052S-1.27DSAL(71)	FX2CA2-052S-1.27DSAL(71)	InChCon16	6923.622	8873.032	T	90.00		
LED2P5_H	LED	VDLED2	8572.047	9409.449	T	360.00		
LED2P5_H	LED	VDLED1	8768.898	9409.449	T	360.00		
LED2P5_H	LED	VDLED3	8965.747	9409.446	T	360.00		
LEMO	LEMO	Test_out3	13326.771	8779.529	T	90.00		
LEMO	LEMO	Test_out2	13759.843	8779.528	T	90.00		
LEMO	LEMO	Test_out1	14192.913	8779.528	T	90.00		
LEMO	LEMO	Calib1	8070.866	8661.416	T	360.00		
SDR0604	100mkH	Lref3	10885.827	1901.575	T	180.00		
SDR0604	100mkH	Lref1	10885.827	2299.213	T	180.00		
SPST-2	Circuit	CB1	11084.252	10236.22	T	180.00	Breaker	
SPST-2	Circuit	CB2	11123.622	3543.307	T	180.00	Breaker	
SPST-2	Circuit	CB3	2539.37	6162.992	T	270.00	Breaker	
TO-252	LD1117-1.2	Usup5	9133.859	2736.221	T	0.00		
TO-252	LD1117-1.8V	Usup_ch9	1318.897	10234.252	T	180.00		
TO-252	LD1117-1.8V	Usup_ch1	1574.804	2183.031	T	180.00		
TO-252	LD1117-1.8V	Usup_ch10	2118.897	10234.291	T	180.00		
TO-252	LD1117-1.8V	Usup_ch2	2374.804	2183.031	T	180.00		
TO-252	LD1117-1.8V	Usup_ch11	2918.897	10234.252	T	180.00		
TO-252	LD1117-1.8V	Usup_ch3	3174.804	2183.031	T	180.00		
TO-252	LD1117-1.8V	Usup_ch12	3718.897	10234.212	T	180.00		
TO-252	LD1117-1.8V	Usup_ch4	3974.804	2183.031	T	180.00		
TO-252	LD1117-1.8V	Usup_ch13	4518.897	10234.212	T	180.00		
TO-252	LD1117-1.8V	Usup_ch5	4774.804	2183.031	T	180.00		
TO-252	LD1117-1.8V	Usup_ch14	5318.897	10234.212	T	180.00		
TO-252	LD1117-1.8V	Usup_ch6	5574.804	2183.031	T	180.00		
TO-252	LD1117-1.8V	Usup_ch15	6118.897	10234.212	T	180.00		
TO-252	LD1117-1.8V	Usup_ch7	6374.804	2183.031	T	180.00		
TO-252	LD1117-1.8V	Usup_ch16	6918.897	10234.212	T	180.00		
TO-252	LD1117-1.8V	Usup_ch8	7174.804	2183.031	T	180.00		
TO-252	LD1117-1.8V	Usup4	8582.677	2047.244	T	0.00		
TO-252	LD1117-2.5V	Usup3	8582.677	2736.22	T	0.00		
TO-252	LD1117-2.5V	Usup2	9133.859	2047.244	T	0.00		
TO-252	NCP1117-3.3V	Usup1	9787.48	9330.709	T	270.00		
