X	Y	Tool	Rotation
84268	34272	1	0
84268	33772	1	0
84268	33272	1	0
84268	32772	1	0
84268	32272	1	0
84768	51772	1	0
84768	51272	1	0
84768	50772	1	0
84768	50272	1	0
84768	49772	1	0
84768	49272	1	0
84768	48772	1	0
84768	48272	1	0
84768	47772	1	0
84768	47272	1	0
84768	46772	1	0
84768	46272	1	0
84768	45772	1	0
84768	45272	1	0
84768	44772	1	0
84768	44272	1	0
84768	43772	1	0
84768	43272	1	0
84768	42772	1	0
84768	42272	1	0
84768	41772	1	0
84768	41272	1	0
84768	40772	1	0
84768	40272	1	0
84768	39772	1	0
84768	39272	1	0
84768	38772	1	0
84768	38272	1	0
84768	37772	1	0
84768	37272	1	0
84768	36772	1	0
84768	36272	1	0
84768	35772	1	0
84768	35272	1	0
84768	34772	1	0
84768	34272	1	0
84768	33772	1	0
84768	33272	1	0
84768	32772	1	0
84768	32272	1	0
85268	51772	1	0
85268	51272	1	0
85268	50772	1	0
85268	50272	1	0
85268	49772	1	0
85268	49272	1	0
85268	48772	1	0
85268	48272	1	0
85268	47772	1	0
85268	47272	1	0
85268	46772	1	0
85268	46272	1	0
85268	45772	1	0
85268	45272	1	0
85268	44772	1	0
85268	44272	1	0
85268	43772	1	0
85268	43272	1	0
85268	42772	1	0
85268	42272	1	0
85268	41772	1	0
85268	41272	1	0
85268	40772	1	0
85268	40272	1	0
85268	39772	1	0
85268	39272	1	0
85268	38772	1	0
85268	38272	1	0
85268	37772	1	0
85268	37272	1	0
85268	36772	1	0
85268	36272	1	0
85268	35772	1	0
85268	35272	1	0
85268	34772	1	0
85268	34272	1	0
85268	33772	1	0
85268	33272	1	0
85268	32772	1	0
85268	32272	1	0
85768	51772	1	0
85768	51272	1	0
85768	50772	1	0
85768	50272	1	0
85768	49772	1	0
85768	49272	1	0
85768	48772	1	0
85768	48272	1	0
85768	47772	1	0
85768	47272	1	0
85768	46772	1	0
85768	46272	1	0
85768	45772	1	0
85768	45272	1	0
85768	44772	1	0
85768	44272	1	0
85768	43772	1	0
85768	43272	1	0
85768	42772	1	0
85768	42272	1	0
85768	41772	1	0
85768	41272	1	0
85768	40772	1	0
85768	40272	1	0
85768	39772	1	0
85768	39272	1	0
85768	38772	1	0
85768	38272	1	0
85768	37772	1	0
85768	37272	1	0
85768	36772	1	0
85768	36272	1	0
85768	35772	1	0
85768	35272	1	0
85768	34772	1	0
85768	34272	1	0
85768	33772	1	0
85768	33272	1	0
85768	32772	1	0
85768	32272	1	0
86268	51772	1	0
86268	51272	1	0
86268	50772	1	0
86268	50272	1	0
86268	49772	1	0
86268	49272	1	0
86268	48772	1	0
86268	48272	1	0
86268	47772	1	0
86268	47272	1	0
86268	46772	1	0
86268	46272	1	0
86268	45772	1	0
86268	45272	1	0
86268	44772	1	0
86268	44272	1	0
86268	43772	1	0
86268	43272	1	0
86268	42772	1	0
86268	42272	1	0
86268	41772	1	0
86268	41272	1	0
86268	40772	1	0
86268	40272	1	0
86268	39772	1	0
86268	39272	1	0
86268	38772	1	0
86268	38272	1	0
86268	37772	1	0
86268	37272	1	0
86268	36772	1	0
86268	36272	1	0
86268	35772	1	0
86268	35272	1	0
86268	34772	1	0
86268	34272	1	0
86268	33772	1	0
86268	33272	1	0
86268	32772	1	0
86268	32272	1	0
86768	51772	1	0
86768	51272	1	0
86768	50772	1	0
86768	50272	1	0
86768	49772	1	0
86768	49272	1	0
86768	48772	1	0
86768	48272	1	0
86768	47772	1	0
86768	47272	1	0
86768	46772	1	0
86768	46272	1	0
86768	45772	1	0
86768	45272	1	0
86768	44772	1	0
86768	44272	1	0
86768	43772	1	0
86768	43272	1	0
86768	42772	1	0
86768	42272	1	0
86768	41772	1	0
86768	41272	1	0
86768	40772	1	0
86768	40272	1	0
86768	39772	1	0
86768	39272	1	0
86768	38772	1	0
86768	38272	1	0
86768	37772	1	0
86768	37272	1	0
86768	36772	1	0
86768	36272	1	0
86768	35772	1	0
86768	35272	1	0
86768	34772	1	0
86768	34272	1	0
86768	33772	1	0
86768	33272	1	0
86768	32772	1	0
86768	32272	1	0
87268	51772	1	0
87268	51272	1	0
87268	50772	1	0
87268	50272	1	0
87268	49772	1	0
87268	49272	1	0
87268	48772	1	0
87268	48272	1	0
87268	47772	1	0
87268	47272	1	0
87268	46772	1	0
87268	46272	1	0
87268	45772	1	0
87268	45272	1	0
87268	44772	1	0
87268	44272	1	0
87268	43772	1	0
87268	43272	1	0
87268	42772	1	0
87268	42272	1	0
87268	41772	1	0
87268	41272	1	0
87268	40772	1	0
87268	40272	1	0
87268	39772	1	0
87268	39272	1	0
87268	38772	1	0
87268	38272	1	0
87268	37772	1	0
87268	37272	1	0
87268	36772	1	0
87268	36272	1	0
87268	35772	1	0
87268	35272	1	0
87268	34772	1	0
87268	34272	1	0
87268	33772	1	0
87268	33272	1	0
87268	32772	1	0
87268	32272	1	0
87768	51772	1	0
87768	51272	1	0
87768	50772	1	0
87768	50272	1	0
87768	49772	1	0
87768	49272	1	0
87768	48772	1	0
87768	48272	1	0
87768	47772	1	0
87768	47272	1	0
87768	46772	1	0
87768	46272	1	0
87768	45772	1	0
87768	45272	1	0
87768	44772	1	0
87768	44272	1	0
87768	43772	1	0
87768	43272	1	0
87768	42772	1	0
87768	42272	1	0
87768	41772	1	0
87768	41272	1	0
87768	40772	1	0
87768	40272	1	0
87768	39772	1	0
87768	39272	1	0
87768	38772	1	0
87768	38272	1	0
87768	37772	1	0
87768	37272	1	0
87768	36772	1	0
87768	36272	1	0
87768	35772	1	0
87768	35272	1	0
87768	34772	1	0
87768	34272	1	0
87768	33772	1	0
87768	33272	1	0
87768	32772	1	0
87768	32272	1	0
