X	Y	tool	rotation
87795	51783	1	0
87795	51283	1	0
87795	50783	1	0
87795	50283	1	0
87795	49783	1	0
87795	49283	1	0
87795	48783	1	0
87795	48283	1	0
87795	47783	1	0
87795	47283	1	0
87795	46783	1	0
87795	46283	1	0
87795	45783	1	0
87795	45283	1	0
87795	44783	1	0
87795	44283	1	0
87795	43783	1	0
87795	43283	1	0
87795	42783	1	0
87795	42283	1	0
87795	41783	1	0
87795	41283	1	0
87795	40783	1	0
87795	40283	1	0
87795	39783	1	0
87795	39283	1	0
87795	38783	1	0
87795	38283	1	0
87795	37783	1	0
87795	37283	1	0
87795	36783	1	0
87795	36283	1	0
87795	35783	1	0
87795	35283	1	0
87795	34783	1	0
87795	34283	1	0
87795	33783	1	0
87795	33283	1	0
87795	32783	1	0
87795	32283	1	0
87295	32283	1	0
